domain,owner,base_domain,dnssec,spf_valid,dmarc_valid,dmarc_adkim,dmarc_aspf,dmarc_fo,dmarc_p,dmarc_pct,dmarc_rf,dmarc_ri,dmarc_rua,dmarc_ruf,dmarc_sp,mx,tls,starttls,spf_record,dmarc_record,dmarc_record_location,mx_error,mx_warnings,spf_error,spf_warnings,dmarc_error,dmarc_warnings,ns,ns_error,ns_warnings
prosemedic.com,UNH,prosemedic.com,False,True,True,r,r,1,reject,100,a:f:r:f,3600,mailto:unitedhealthgroup@rua.agari.com,mailto:unitedhealthgroup@ruf.agari.com,none,"0, mailrnh.corpmailsvcs.com",,,v=spf1 ip4:51.222.200.126 ip4:98.142.98.138 include:_spf.google.com include:_spfae.corpmailsvcs.com ~all,v=DMARC1;p=reject;sp=none;adkim=r;aspf=r;pct=100;fo=1;rf=afrf;ri=3600;rua=mailto:unitedhealthgroup@rua.agari.com;ruf=mailto:unitedhealthgroup@ruf.agari.com,prosemedic.com,,,,,,,cdns.ovh.net|ns1.nssperu.ovh,,
proterraenergy.com,BRK,proterraenergy.com,False,True,True,r,r,0,reject,100,a:f:r:f,86400,mailto:wejqipgb@ag.us.dmarcian.com,,reject,"0, proterraenergy-com.mail.protection.outlook.com",,,v=spf1 include:spf.protection.outlook.com -all,v=DMARC1; p=reject; rua=mailto:wejqipgb@ag.us.dmarcian.com,proterraenergy.com,,,,,,,ns64.domaincontrol.com|ns63.domaincontrol.com,,
radium.com.br,UNH,radium.com.br,False,True,True,r,r,1,reject,100,a:f:r:f,3600,mailto:unitedhealthgroup@rua.agari.com,mailto:unitedhealthgroup@ruf.agari.com|mailto:dmarcuhgbr@uhgbrasil.com.br,reject,"1, mailbr.corpmailsvcs.com",,,v=spf1 ip4:45.172.48.0/22 include:_spfv4.corpmailsvcs.com include:spf.us.exclaimer.net include:spf.protection.outlook.com -all,"v=DMARC1; p=reject; fo=1; ri=3600; rua=mailto:unitedhealthgroup@rua.agari.com; ruf=mailto:unitedhealthgroup@ruf.agari.com,mailto:dmarcuhgbr@uhgbrasil.com.br",radium.com.br,,"The resolution lifetime expired after 2.000 seconds: Server Do53:10.23.1.99@53 answered The DNS operation timed out.|The reverse DNS of 149.111.205.66 is ovarp0668.corpmailsvcs.com, but the A/AAAA DNS records for ovarp0668.corpmailsvcs.com do not resolve to 149.111.205.66",,,,"uhgbrasil.com.br does not indicate that it accepts DMARC reports about radium.com.br - Authorization record not found: radium.com.br._report._dmarc.uhgbrasil.com.br ""                     IN TXT ""v=DMARC1""",dnsext03.amilonline.com.br|dnsext04.amilonline.com.br|dnsext01.amilonline.com.br|dnsext02.amilonline.com.br,,
railserve.biz,BRK,railserve.biz,True,True,True,r,r,0,reject,100,a:f:r:f,86400,mailto:wejqipgb@ag.dmarcian.com,,reject,"0, railserve-biz.mail.protection.outlook.com",,,v=spf1 include:spf.protection.outlook.com -all,v=DMARC1; p=reject; rua=mailto:wejqipgb@ag.dmarcian.com;,railserve.biz,,,,,,,ns17.worldnic.com|ns18.worldnic.com,,
rallyhealth.com,UNH,rallyhealth.com,False,True,True,r,r,1,none,100,a:f:r:f,3600,mailto:unitedhealthgroup@rua.agari.com|mailto:z6paf9nu@ag.dmarcian.com,mailto:unitedhealthgroup@ruf.agari.com|mailto:z6paf9nu@fr.dmarcian.com,none,"5, mailrnh.corpmailsvcs.com",,,v=spf1 include:sendgrid.net include:mg-spf.greenhouse.io  include:_spf.google.com include:_spf.salesforce.com include:_spfae.corpmailsvcs.com -all,"v=DMARC1; p=none; sp=none; fo=1; ri=3600; rua=mailto:unitedhealthgroup@rua.agari.com,mailto:z6paf9nu@ag.dmarcian.com; ruf=mailto:unitedhealthgroup@ruf.agari.com,mailto:z6paf9nu@fr.dmarcian.com",rallyhealth.com,,"The resolution lifetime expired after 2.000 seconds: Server Do53:10.23.1.99@53 answered The DNS operation timed out.|The reverse DNS of 149.111.141.231 is mail101.corpmailsvcs.com, but the A/AAAA DNS records for mail101.corpmailsvcs.com do not resolve to 149.111.141.231",,,,,ns-1087.awsdns-07.org|ns-1866.awsdns-41.co.uk|ns-494.awsdns-61.com|ns-838.awsdns-40.net,,
ranchobernardosurgerycenter.com,UNH,ranchobernardosurgerycenter.com,False,False,False,,,,,,,,,,,"10, custmx.cscdns.net",,,,,,,"The domain nb-198-58-121-58.tp.nodebalancer.linode.com does not exist|The reverse DNS of 198.58.121.58 is nb-198-58-121-58.tp.nodebalancer.linode.com, but the A/AAAA DNS records for nb-198-58-121-58.tp.nodebalancer.linode.com do not resolve to 198.58.121.58","('ranchobernardosurgerycenter.com does not have a SPF TXT record ', 'ranchobernardosurgerycenter.com')",,A DMARC record does not exist for this domain or its base domain,,dns1.cscdns.net|dns2.cscdns.net,,
rapidlockingsystem.com,BRK,rapidlockingsystem.com,False,True,False,,,,,,,,,,,"0, rapidlockingsystem-com.mail.eo.outlook.com",,,v=spf1 include:spf.protection.outlook.com include:_spf.act-on.net ip4:71.14.205.195/28 -all,,,,52.101.9.17 does not have any reverse DNS (PTR) records,,,A DMARC record does not exist for this domain or its base domain,,ns43.domaincontrol.com|ns44.domaincontrol.com,,
rcwilley.com,BRK,rcwilley.com,False,True,False,,,,,,,,,,,"10, us-smtp-inbound-1.mimecast.com|10, us-smtp-inbound-2.mimecast.com",,,v=spf1 include:_spf1.rcwilley.com include:_spf2.rcwilley.com include:_spf3.rcwilley.com ~all,,,,,,,A DMARC record does not exist for this domain or its base domain,,dca-ans-01.inet.qwest.net|ns4.rcwilley.com|ns2.rcwilley.com|svl-ans-01.inet.qwest.net|ns1.rcwilley.com|ns3.rcwilley.com,,
reassurantie.nl,BRK,reassurantie.nl,True,True,True,r,r,0,reject,100,a:f:r:f,86400,,,reject,"10, mail.reassurantie.nl",,,v=spf1 a mx ip4:185.58.56.113 ~all,v=DMARC1; p=reject,reassurantie.nl,,"The resolution lifetime expired after 2.000 seconds: Server Do53:10.23.1.99@53 answered The DNS operation timed out.|The reverse DNS of 185.58.56.113 is webba11.spot.host, but the A/AAAA DNS records for webba11.spot.host do not resolve to 185.58.56.113",,,,rua tag (destination for aggregate reports) not found,ns1.spothost.eu|ns2.spot.host|ns3.spothost.nl,,
redoaksourcing.com,CAH,redoaksourcing.com,False,True,True,r,r,0,quarantine,100,a:f:r:f,86400,,,none,"0, primary.us.email.fireeyecloud.com|5, alt2.us.email.fireeyecloud.com|10, alt1.us.email.fireeyecloud.com|10, alt3.us.email.fireeyecloud.com|10, redoaksourcing-com.mail.protection.outlook.com",,,v=spf1 include:spf.protection.outlook.com -all,v=DMARC1; p=quarantine; fo=0; adkim=r; aspf=r; sp=none,redoaksourcing.com,,"The resolution lifetime expired after 2.000 seconds: Server Do53:10.23.1.99@53 answered The DNS operation timed out.|The reverse DNS of 3.93.93.51 is mx.us.email.fireeyecloud.com, but the A/AAAA DNS records for mx.us.email.fireeyecloud.com do not resolve to 3.93.93.51|The resolution lifetime expired after 2.000 seconds: Server Do53:10.23.1.99@53 answered The DNS operation timed out.|The reverse DNS of 3.93.93.52 is mx.us.email.fireeyecloud.com, but the A/AAAA DNS records for mx.us.email.fireeyecloud.com do not resolve to 3.93.93.52|The resolution lifetime expired after 2.000 seconds: Server Do53:10.23.1.99@53 answered The DNS operation timed out.|The reverse DNS of 3.93.93.53 is mx.us.email.fireeyecloud.com, but the A/AAAA DNS records for mx.us.email.fireeyecloud.com do not resolve to 3.93.93.53|The resolution lifetime expired after 2.000 seconds: Server Do53:10.23.1.99@53 answered The DNS operation timed out.|The reverse DNS of 34.223.36.121 is mx.us.email.fireeyecloud.com, but the A/AAAA DNS records for mx.us.email.fireeyecloud.com do not resolve to 34.223.36.121",,,,rua tag (destination for aggregate reports) not found,dns101.register.com|dns102.register.com,,
refreshmentalhealth.com,UNH,refreshmentalhealth.com,False,True,True,r,r,1,none,100,a:f:r:f,3600,mailto:unitedhealthgroup@rua.agari.com,mailto:unitedhealthgroup@ruf.agari.com,none,"0, mailrnh.corpmailsvcs.com",,,v=spf1 ip4:209.160.104.120 ip4:66.206.11.214 ip4:66.206.11.210 include:spf.protection.outlook.com include:docebosaas.com include:_spfae.corpmailsvcs.com ~all,v=DMARC1; p=none; fo=1; ri=3600; rua=mailto:unitedhealthgroup@rua.agari.com; ruf=mailto:unitedhealthgroup@ruf.agari.com,refreshmentalhealth.com,,,,,,,epla1.corpnamesvcs.com|epla2.corpnamesvcs.com|edns4.ultradns.biz|edns4.ultradns.net|edns4.ultradns.org,,
regi.com,CVX,regi.com,False,False,True,r,r,0,quarantine,100,a:f:r:f,86400,,,quarantine,"10, mx1.hc2860-13.iphmx.com|10, mx2.hc2860-13.iphmx.com",,,v=spf1 a mx include:aspmx.pardot.com include:_spfeu.qmarkets-dns.org include:_spfusa.qmarkets-dns.org include:us._netblocks.mimecast.com include:rp.oracleemaildelivery.com include:_spf.votervoice.net include:emsd1.com ip4:216.71.143.233 ip4:216.71.140.137 ~all,v=DMARC1; p=quarantine;,regi.com,,,Parsing the SPF record requires 11/10 maximum DNS lookups - https://tools.ietf.org/html/rfc7208#section-4.6.4,,,rua tag (destination for aggregate reports) not found,ns77.domaincontrol.com|ns78.domaincontrol.com,,
retailspacesolutions.com,BRK,retailspacesolutions.com,True,False,True,r,r,0,none,100,a:f:r:f,86400,,,none,"0, retailspacesolutions-com.mail.protection.outlook.com",,,v=spf1 a mx include:spf.protection.outlook.com include:servers.mcsv.net include:sfp.sendinblue.com -all,v=DMARC1; p=none,retailspacesolutions.com,,,"('sfp.sendinblue.com does not have a SPF TXT record ', 'sfp.sendinblue.com')",,,rua tag (destination for aggregate reports) not found,ns-cloud-c1.googledomains.com|ns-cloud-c2.googledomains.com|ns-cloud-c3.googledomains.com|ns-cloud-c4.googledomains.com,,
rexall.ca,MCK,rexall.ca,False,True,True,r,r,1,none,100,a:f:r:f,86400,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,none,"10, mxa-0016dd05.gslb.pphosted.com|20, mxb-0016dd05.gslb.pphosted.com",,,v=spf1 ip4:54.208.42.208 ip4:54.208.65.89 ip4:199.71.244.0/22 ip4:199.71.248.0/22 ip4:107.6.7.32/27 ip4:107.6.7.128/28 ip4:100.50.10.64/27 ip4:216.16.227.134/32 ip4:107.23.213.103/32 ip4:107.23.213.60/32 ip4:107.23.203.139/32 ip4:107.23.174.218/32 ip4:107.23.184.153/32 ip4:54.208.89.93/32 ip4:54.208.96.31/32 ip4:107.20.210.250 ip4:52.1.14.157 ip4:54.229.2.165 ip4:52.30.130.201 ip4:54.153.131.110 ip4:54.66.252.242 include:spf.protection.outlook.com include:amazonses.com include:spf-0016dd05.pphosted.com -all,v=DMARC1; p=none; rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com;fo=1,rexall.ca,,,,,,,ns4.p02.dynect.net|ns3.p02.dynect.net|ns1.p02.dynect.net|ns2.p02.dynect.net,,
richlinegroup.com,BRK,richlinegroup.com,False,True,True,r,r,1,reject,100,a:f:r:f,86400,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,reject,"10, mxa-004dff01.gslb.pphosted.com|10, mxb-004dff01.gslb.pphosted.com",,,v=spf1 include:%{ir}.%{v}.%{d}.spf.has.pphosted.com ~all,v=DMARC1; p=reject; fo=1; rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com,richlinegroup.com,,,,,,,dns101.register.com|dns102.register.com,,
riversidesurgicalcenterrutherford.com,UNH,riversidesurgicalcenterrutherford.com,False,False,False,,,,,,,,,,,,,,,,,,No MX records found. Is the domain parked?,"('riversidesurgicalcenterrutherford.com does not have a SPF TXT record ', 'riversidesurgicalcenterrutherford.com')",,A DMARC record does not exist for this domain or its base domain,,dns1.cscdns.net|dns2.cscdns.net,,
rmcs.com.co,UNH,rmcs.com.co,False,True,False,,,,,,,,,,,"10, rmcs-com-co.mail.protection.outlook.com",,,v=spf1 include:spf.protection.outlook.com -all,,,,52.101.8.36 does not have any reverse DNS (PTR) records,,,A DMARC record does not exist for this domain or its base domain,,ns09.domaincontrol.com|ns10.domaincontrol.com,,
rmhp.org,UNH,rmhp.org,False,True,True,r,r,1,reject,100,a:f:r:f,3600,mailto:unitedhealthgroup@rua.agari.com,mailto:unitedhealthgroup@ruf.agari.com,reject,"10, mail1.corpmailsvcs.com|10, mail10.corpmailsvcs.com|10, mail11.corpmailsvcs.com|10, mail128.corpmailsvcs.com|10, mail131.corpmailsvcs.com|10, mail134.corpmailsvcs.com|10, mail17.corpmailsvcs.com|10, mail2.corpmailsvcs.com|10, mail20.corpmailsvcs.com|10, mail21.corpmailsvcs.com|10, mail27.corpmailsvcs.com|10, mail30.corpmailsvcs.com|10, mail33.corpmailsvcs.com|10, mail36.corpmailsvcs.com|10, mail50.corpmailsvcs.com|10, mail51.corpmailsvcs.com",,,v=spf1 include:spf.mandrillapp.com include:mailgun.org include:_spfv4.corpmailsvcs.com -all,v=DMARC1; p=reject; fo=1; ri=3600; rua=mailto:unitedhealthgroup@rua.agari.com; ruf=mailto:unitedhealthgroup@ruf.agari.com,rmhp.org,,,,,,,epla2.corpnamesvcs.com|epla1.corpnamesvcs.com,,
robertsonscrew.com,BRK,robertsonscrew.com,False,True,False,,,,,,,,,,,"0, robertsonscrew-com.mail.protection.outlook.com|10, tmgiip01.marmon.com|20, tmgiip02.marmon.com",,,v=spf1 include:spf.protection.outlook.com -all,,,,The domain tmgiip01.marmon.com does not exist|The domain tmgiip02.marmon.com does not exist,,,A DMARC record does not exist for this domain or its base domain,,cruz.ns.cloudflare.com|leland.ns.cloudflare.com,,
rostrapowertrain.com,BRK,rostrapowertrain.com,False,True,False,,,,,,,,,,,"10, us-smtp-inbound-1.mimecast.com|10, us-smtp-inbound-2.mimecast.com",,,v=spf1 mx ip4:208.80.200.0/21 include:spf.protection.outlook.com include:_netblocks.mimecast.com include:_spf.psm.knowbe4.com ~all,,,,,,,A DMARC record does not exist for this domain or its base domain,,john.ns.cloudflare.com|molly.ns.cloudflare.com,,
rvohealth.com,UNH,rvohealth.com,False,True,True,r,r,1,reject,100,a:f:r:f,86400,mailto:ne5tw8jz@ag.us.dmarcian.com,mailto:ne5tw8jz@fr.us.dmarcian.com,reject,"0, rvohealth-com.mail.protection.outlook.com",,,v=spf1 include:spf.protection.outlook.com include:_spf.paubox.com -all,v=DMARC1; p=reject; rua=mailto:ne5tw8jz@ag.us.dmarcian.com; ruf=mailto:ne5tw8jz@fr.us.dmarcian.com; fo=1;,rvohealth.com,,52.101.9.17 does not have any reverse DNS (PTR) records,,,,,ns-1078.awsdns-06.org|ns-1652.awsdns-14.co.uk|ns-454.awsdns-56.com|ns-675.awsdns-20.net,,
rxss.com,MCK,rxss.com,False,True,True,r,r,1,none,100,a:f:r:f,86400,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,none,"10, us-smtp-inbound-1.mimecast.com|10, us-smtp-inbound-2.mimecast.com",,,v=spf1 include:us._netblocks.mimecast.com include:_spf1.mckesson.com include:spf.mandrillapp.com include:aspmx.pardot.com  include:servers.mcsv.net  include:spf.protection.outlook.com -all,v=DMARC1; p=none; fo=1; rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com,rxss.com,,"The resolution lifetime expired after 2.000 seconds: Server Do53:10.23.1.99@53 answered The DNS operation timed out.|The reverse DNS of 205.139.110.221 is us-smtp-inbound-1.mimecast.com, but the A/AAAA DNS records for us-smtp-inbound-1.mimecast.com do not resolve to 205.139.110.221|The resolution lifetime expired after 2.000 seconds: Server Do53:10.23.1.99@53 answered The DNS operation timed out.|The reverse DNS of 205.139.110.242 is us-smtp-inbound-1.mimecast.com, but the A/AAAA DNS records for us-smtp-inbound-1.mimecast.com do not resolve to 205.139.110.242|207.211.30.141 does not have any reverse DNS (PTR) records|207.211.30.242 does not have any reverse DNS (PTR) records|207.211.30.141 does not have any reverse DNS (PTR) records|207.211.30.242 does not have any reverse DNS (PTR) records",,,,,ns-1288.awsdns-33.org|ns-142.awsdns-17.com|ns-1800.awsdns-33.co.uk|ns-923.awsdns-51.net,,
saberking.com,BRK,saberking.com,False,True,False,,,,,,,,,,,"0, saberking-com.mail.protection.outlook.com",,,v=spf1 include:spf.protection.outlook.com -all,,,,52.101.9.17 does not have any reverse DNS (PTR) records,,,A DMARC record does not exist for this domain or its base domain,,ns33.domaincontrol.com|ns34.domaincontrol.com,,
sagispa.it,BRK,sagispa.it,False,True,False,,,,,,,,,,,"0, sagispa-it.mail.protection.outlook.com",,,v=spf1 a mx include:spf.webapps.net include:spf.protection.outlook.com ~all,,,,52.101.8.36 does not have any reverse DNS (PTR) records,,,A DMARC record does not exist for this domain or its base domain,,ns2.register.it|ns1.register.it,,
samsclub.com,WMT,samsclub.com,False,True,True,r,r,1,reject,100,a:f:r:f,86400,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,reject,"100, mxa-000c7201.gslb.pphosted.com|100, mxb-000c7201.gslb.pphosted.com",,,v=spf1 include:_netblocks.walmart.com include:_smartcomm.walmart.com include:_vspf1.samsclub.com include:_vspf2.samsclub.com ip4:161.170.245.0/24 ip4:161.170.244.0/24 ip4:161.170.248.0/24 ip4:161.170.249.0/24 ~all,v=DMARC1; p=reject; fo=1; rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com,samsclub.com,,,,delivery.net does not have any A/AAAA records,,,ns9.wal-mart.com|usc4.akam.net|asia1.akam.net|ns8.wal-mart.com|ns1-9.akam.net|use4.akam.net|ns1-200.akam.net|ns10.wal-mart.com|asia3.akam.net|zc.akam.net|usw2.akam.net,,
sandlakesurgical.com,UNH,sandlakesurgical.com,False,False,False,,,,,,,,,,,,,,,,,,No MX records found. Is the domain parked?,"('sandlakesurgical.com does not have a SPF TXT record ', 'sandlakesurgical.com')",,A DMARC record does not exist for this domain or its base domain,,ns92.worldnic.com|ns91.worldnic.com,,
santahelenasaude.com.br,UNH,santahelenasaude.com.br,False,True,True,r,r,1,reject,100,a:f:r:f,3600,mailto:unitedhealthgroup@rua.agari.com,mailto:unitedhealthgroup@ruf.agari.com|mailto:dmarcuhgbr@uhgbrasil.com.br,reject,"10, mailbr.corpmailsvcs.com",,,v=spf1 ip4:45.172.48.0/22 include:_spfv4.corpmailsvcs.com include:spf.us.exclaimer.net include:spf.protection.outlook.com -all,"v=DMARC1; p=reject; fo=1; ri=3600; rua=mailto:unitedhealthgroup@rua.agari.com; ruf=mailto:unitedhealthgroup@ruf.agari.com,mailto:dmarcuhgbr@uhgbrasil.com.br",santahelenasaude.com.br,,,,,,"uhgbrasil.com.br does not indicate that it accepts DMARC reports about santahelenasaude.com.br - Authorization record not found: santahelenasaude.com.br._report._dmarc.uhgbrasil.com.br ""                     IN TXT ""v=DMARC1""",dnsext04.amilonline.com.br|dnsext02.amilonline.com.br|dnsext01.amilonline.com.br|dnsext03.amilonline.com.br,,
sanvello.com,UNH,sanvello.com,False,True,True,r,r,1,reject,100,a:f:r:f,3600,mailto:MonitoringExo@sanvello.com|mailto:unitedhealthgroup@rua.agari.com,mailto:unitedhealthgroup@ruf.agari.com,reject,"0, mailrnh.corpmailsvcs.com",,,v=spf1 include:_spfae.corpmailsvcs.com include:_spf.google.com include:_spf.salesforce.com include:mailgun.net include:u12915784.wl035.sendgrid.net ip4:35.236.210.191 ip4:35.233.168.62 ip4:35.185.253.62 ip4:35.188.232.138 ip4:167.89.103.19 ip4:209.61.151.0/24 ip4:166.78.68.0/22 ip4:198.61.254.0/23 ip4:192.237.158.0/23 ip4:23.253.182.0/23 ip4:104.130.96.0/28 ip4:146.20.113.0/24 ip4:146.20.191.0/24 ip4:159.135.224.0/20 ip4:69.72.32.0/20 ip4:104.130.122.0/23 ip4:146.20.112.0/26 ip4:161.38.192.0/20 ip4:143.55.224.0/21 ip4:143.55.232.0/22 ip4:159.112.240.0/20 ip4:141.193.32.0/23 ip4:159.135.140.80/29 ip4:159.135.132.128/25 ip4:161.38.204.0/22 ip4:87.253.232.0/21 ip4:185.189.236.0/22 ip4:185.211.120.0/22 ip4:185.250.236.0/22 ip4:143.55.236.0/22 ip4:209.85.220.69 ip4:149.72.118.115 ~all,"v=DMARC1; p=reject; fo=1; ri=3600; rua=mailto:MonitoringExo@sanvello.com,mailto:unitedhealthgroup@rua.agari.com;  ruf=mailto:unitedhealthgroup@ruf.agari.com",sanvello.com,,,,,,,ns-1080.awsdns-07.org|ns-151.awsdns-18.com|ns-1645.awsdns-13.co.uk|ns-969.awsdns-57.net,,
sarahcannon.com,MCK,sarahcannon.com,False,True,True,r,r,1,reject,100,a:f:r:f,86400,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,reject,"10, smtpa.mail.medcity.net|10, smtpb.mail.medcity.net|10, smtpc.mail.medcity.net|10, smtpd.mail.medcity.net",,,v=spf1 include:%{ir}.%{v}.%{d}.spf.has.pphosted.com ~all,v=DMARC1; p=reject; fo=1; rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com,sarahcannon.com,,,,,,,ns2.medcity.net|ns1.medcity.net,,
saudeaps.com.br,UNH,saudeaps.com.br,False,True,True,r,r,1,reject,100,a:f:r:f,3600,mailto:unitedhealthgroup@rua.agari.com,mailto:unitedhealthgroup@ruf.agari.com|mailto:dmarcuhgbr@uhgbrasil.com.br,reject,,,,v=spf1 ip4:45.172.48.0/22 include:_spfv4.corpmailsvcs.com include:spf.us.exclaimer.net include:spf.protection.outlook.com -all,"v=DMARC1; p=reject; fo=1; ri=3600; rua=mailto:unitedhealthgroup@rua.agari.com; ruf=mailto:unitedhealthgroup@ruf.agari.com,mailto:dmarcuhgbr@uhgbrasil.com.br",saudeaps.com.br,,No MX records found. Is the domain parked?,,,,"uhgbrasil.com.br does not indicate that it accepts DMARC reports about saudeaps.com.br - Authorization record not found: saudeaps.com.br._report._dmarc.uhgbrasil.com.br ""                     IN TXT ""v=DMARC1""",dnsext03.amilonline.com.br|dnsext02.amilonline.com.br|dnsext04.amilonline.com.br|dnsext01.amilonline.com.br,,
sca.health,UNH,sca.health,False,True,False,,,,,,,,,,,"0, sca-health.mail.protection.outlook.com",,,v=spf1 include:spf.protection.outlook.com -all,,,,,,,A DMARC record does not exist for this domain or its base domain,,ns05.domaincontrol.com|ns06.domaincontrol.com,,
scasurgery.com,UNH,scasurgery.com,False,True,True,r,r,1,reject,100,a:f:r:f,3600,mailto:unitedhealthgroup@rua.agari.com,mailto:unitedhealthgroup@ruf.agari.com|mailto:dmarcfailure@scasurgery.com,reject,"0, mailrnh.corpmailsvcs.com",,,v=spf1 ip4:207.223.114.15 ip4:216.71.150.115 ip4:158.228.129.79 ip4:67.231.149.86 ip4:148.163.156.240 ip4:167.89.94.197 include:Spf.protection.outlook.com include:Spf.constantcontact.com include:_spfae.corpmailsvcs.com include:res.cisco.com -all,"v=DMARC1; p=reject; fo=1; ri=3600; rua=mailto:unitedhealthgroup@rua.agari.com; ruf=mailto:unitedhealthgroup@ruf.agari.com,mailto:dmarcfailure@scasurgery.com",scasurgery.com,,,,,,,ns35.domaincontrol.com|ns36.domaincontrol.com,,
